string,timestamp,float,float,float,float,int,int
000581,2005-05-11 10:00:00,8.37,8.51,8.27,8.33,7348,8708
000581,2005-05-12 10:00:00,8.27,8.27,7.89,8.08,29851,37141
000581,2005-05-13 10:00:00,7.97,8.13,7.93,8.03,8122,10114
000581,2005-05-16 10:00:00,7.97,8.13,7.89,8.12,4778,5920
000581,2005-05-17 10:00:00,8.12,8.28,7.99,8.16,5226,6375
000581,2005-05-18 10:00:00,8.16,8.26,8.01,8.11,4166,5152
000581,2005-05-19 10:00:00,8.11,8.14,7.81,8.11,3409,4276
000581,2005-05-20 10:00:00,7.97,8.12,7.97,8.05,6777,8408
000581,2005-05-23 10:00:00,7.97,8.03,7.50,7.66,22912,30027
000581,2005-05-24 10:00:00,7.65,7.70,7.47,7.64,10695,14129
000581,2005-05-25 10:00:00,7.59,7.65,7.27,7.46,5772,7752
000581,2005-05-26 10:00:00,7.35,7.46,7.28,7.31,11702,15876
000581,2005-05-27 10:00:00,7.31,7.37,7.09,7.20,5971,8236
000581,2005-05-30 10:00:00,7.19,7.19,6.94,7.13,2943,4120
000581,2005-05-31 10:00:00,7.13,7.50,7.13,7.19,5060,6970
000581,2005-06-01 10:00:00,7.32,7.32,7.04,7.14,6200,8701
000581,2005-06-02 10:00:00,7.09,7.09,6.45,6.61,16852,25341
000581,2005-06-03 10:00:00,6.60,6.69,6.45,6.68,6325,9634
000581,2005-06-06 10:00:00,6.68,7.06,6.52,6.87,11689,17047
000581,2005-06-07 10:00:00,6.90,7.09,6.68,6.84,23710,34300
000581,2005-06-08 10:00:00,6.83,7.52,6.83,7.49,51644,70869
000581,2005-06-10 10:00:00,7.58,7.68,7.04,7.13,35623,48837
000581,2005-06-13 10:00:00,7.09,7.13,6.64,6.81,36869,54215
000581,2005-06-14 10:00:00,6.83,6.83,6.66,6.68,20085,29783
000581,2005-06-15 10:00:00,6.67,6.71,6.52,6.67,11450,17305
000581,2005-06-16 10:00:00,6.68,6.68,6.30,6.36,24224,37758
000581,2005-06-17 10:00:00,6.34,6.51,6.01,6.12,28320,46296
000581,2005-06-20 10:00:00,6.12,6.41,5.92,6.33,43811,70022
000581,2005-06-21 10:00:00,6.45,6.56,6.27,6.52,30451,47254
000581,2005-06-22 10:00:00,6.44,6.55,6.41,6.51,9715,14997
000581,2005-06-23 10:00:00,6.50,6.52,6.33,6.38,16188,25182
000581,2005-06-24 10:00:00,6.37,6.45,6.19,6.30,16466,26175
000581,2005-06-27 10:00:00,6.30,6.70,6.30,6.64,41797,63627
000581,2005-06-28 10:00:00,6.67,6.67,6.45,6.54,16397,25043
000581,2005-06-29 10:00:00,6.52,6.66,6.50,6.63,16885,25707
000581,2005-06-30 10:00:00,6.60,6.61,6.38,6.41,12728,19618
000581,2005-07-01 10:00:00,6.39,6.46,6.23,6.46,8752,13699
000581,2005-07-04 10:00:00,6.31,6.58,6.27,6.56,10638,16530
000581,2005-07-05 10:00:00,6.56,6.60,6.46,6.57,5516,8448
000581,2005-07-06 10:00:00,6.60,6.60,6.34,6.35,4719,7338
000581,2005-07-07 10:00:00,6.30,6.45,6.28,6.43,3750,5871
000581,2005-07-08 10:00:00,6.43,6.43,6.30,6.41,2688,4225
000581,2005-07-11 10:00:00,6.52,6.56,6.34,6.37,5914,9186
000581,2005-07-12 10:00:00,6.30,6.54,6.22,6.46,15340,23779
000581,2005-07-13 10:00:00,6.47,6.48,6.32,6.34,10875,17053
000581,2005-07-14 10:00:00,6.32,6.34,6.00,6.05,39724,65248
000581,2005-07-15 10:00:00,6.03,6.22,6.03,6.12,9465,15486
000581,2005-07-18 10:00:00,6.08,6.12,5.97,6.07,8300,13733
000581,2005-07-19 10:00:00,6.03,6.07,5.74,5.83,25540,43462
000581,2005-07-20 10:00:00,5.92,5.92,5.58,5.68,24770,43424
000581,2005-07-21 10:00:00,5.76,5.81,5.61,5.79,17377,30521
000581,2005-07-22 10:00:00,5.79,5.95,5.60,5.77,16234,28038
000581,2005-07-25 10:00:00,5.76,5.76,5.53,5.54,18191,32376
000581,2005-07-26 10:00:00,5.53,5.96,5.53,5.93,26807,46332
